Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18445038725671415042,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725671415938,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671416279,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725671417218,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671417516,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725671417772,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725671418455,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671419650,00000154,false,Rx,0,8,99,99,30,99,16,11,F8,5C,
18445038725671419906,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671420162,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725671420418,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725671420631,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671420972,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725671421271,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671423404,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671423746,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725671425026,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725671425922,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671427159,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671428439,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671429890,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671430530,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671430786,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,14,3E,
18445038725671431042,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725671431255,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671431511,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725671431724,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725671432407,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725671433474,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671435906,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671437186,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671437442,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725671437698,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725671438423,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671439916,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671440172,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725671440599,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671440812,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725671441068,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725671441281,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671443500,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671445041,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725671445297,000006FA,false,Rx,0,8,02,36,34,34,00,00,00,00,
18445038725671445894,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671447260,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671447516,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725671447772,00000667,false,Rx,0,8,01,31,30,30,00,00,00,00,
18445038725671448412,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671449905,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671450118,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725671450417,00000665,false,Rx,0,8,01,39,30,30,00,00,00,00,
18445038725671450673,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671450929,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725671451142,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725671451398,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671451612,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725671453404,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671455878,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671457244,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671457500,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725671457756,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725671458396,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671460102,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671460358,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725671460614,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671460827,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725671461083,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725671461297,00000373,false,Rx,0,8,BA,B9,7F,BB,0C,5C,80,16,
18445038725671463302,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671465051,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725671465862,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671467227,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671467526,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725671467825,00000668,false,Rx,0,8,02,9B,AD,4F,A2,00,00,00,
18445038725671468379,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671469915,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671470171,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725671470427,00000666,false,Rx,0,8,02,1C,A1,22,38,00,00,00,
18445038725671470683,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671470939,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725671471153,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725671471366,00000373,false,Rx,0,8,BA,B9,7F,BB,0C,5C,80,16,
18445038725671471622,00000735,false,Rx,0,8,43,00,43,00,25,AB,A0,3D,
18445038725671472091,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725671473457,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671473755,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725671475846,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671477211,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671477510,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725671477766,00000733,false,Rx,0,8,39,3A,39,3A,25,AB,A0,3B,
18445038725671478022,00000388,false,Rx,0,8,02,02,00,00,00,00,00,02,
18445038725671478363,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671479942,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671480241,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725671480582,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671480838,0000075B,false,Rx,0,8,3C,00,3C,00,25,AB,A0,3C,
18445038725671481265,00000373,false,Rx,0,8,BA,B9,7F,BB,0C,5C,80,16,
18445038725671483483,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671485062,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725671485830,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671487195,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671487451,0000029A,false,Rx,0,8,02,36,34,34,FF,FF,FF,FF,
18445038725671488347,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671489926,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671490608,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671490864,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725671491078,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725671491291,00000373,false,Rx,0,8,BA,B9,7F,BB,0C,5C,80,16,
18445038725671491547,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725671493424,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671495046,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725671495814,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671497179,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671497435,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725671497691,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725671498331,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671499910,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671500166,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725671500422,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725671500635,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671500934,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725671501275,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671503323,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671505029,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725671505797,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671506267,00000374,false,Rx,0,8,79,7C,7D,FE,3F,3E,3A,30,
18445038725671507248,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671507504,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725671508315,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671509893,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671510149,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725671510576,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671510832,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725671511088,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725671511301,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671511557,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725671511984,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725671513307,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725671513563,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671515056,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725671515781,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671516293,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725671517275,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671517573,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725671517872,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725671518299,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671519963,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671520176,00000154,false,Rx,0,8,98,99,30,99,16,11,F8,5C,
18445038725671520432,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725671520645,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671520901,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725671521115,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725671521371,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671523461,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671523760,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725671525040,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725671525765,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671526277,0000066B,false,Rx,0,8,00,39,34,39,39,44,30,35,
18445038725671526533,0000066C,false,Rx,0,8,02,9B,DE,18,73,00,00,00,
18445038725671527216,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671528282,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671529904,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671530586,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671530842,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725671531056,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,14,3E,
18445038725671531312,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725671531525,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671531781,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725671533445,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671535066,00000569,false,Rx,0,8,AA,80,82,02,00,00,00,00,
18445038725671535749,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671537242,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671537498,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725671537754,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725671538266,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671539973,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671540229,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725671540570,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671540784,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725671541040,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725671541253,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671543258,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671544666,000006FA,false,Rx,0,8,00,4A,4D,41,58,44,47,47,
18445038725671545050,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725671545733,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671547226,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671547525,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725671548250,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671549914,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671550127,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725671550597,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671550853,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725671551066,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725671551322,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671551535,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725671551919,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725671553370,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671555077,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
18445038725671555717,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671557210,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671557551,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725671557807,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725671558234,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671559941,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671560239,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725671560581,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671560837,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725671561050,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725671561306,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671563439,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671565061,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725671565701,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671567236,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671567492,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725671568218,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671569924,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671570180,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725671570564,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671570820,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725671571034,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725671571290,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671571546,00000735,false,Rx,0,8,43,00,43,00,25,AB,A0,3D,
18445038725671573423,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671573764,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725671575044,00000563,false,Rx,0,8,00,20,80,A2,02,00,00,00,
18445038725671575684,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671577220,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671577476,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725671577690,00000733,false,Rx,0,8,39,3A,39,3A,25,AB,A0,3B,
18445038725671577946,00000388,false,Rx,0,8,02,02,00,00,00,00,00,02,
18445038725671578202,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671579908,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671580164,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725671580420,0000075B,false,Rx,0,8,3C,00,3C,00,25,AB,A0,3C,
18445038725671580634,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671581274,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671583364,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671585028,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725671585668,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671587204,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671587460,0000029A,false,Rx,0,8,00,4A,4D,41,58,44,47,47,
18445038725671588185,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671589849,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671590532,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671590788,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725671591044,0000056A,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725671591300,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671591513,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725671591855,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725671593433,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671595055,0000038A,false,Rx,0,8,3F,3C,00,00,04,00,00,00,
18445038725671595652,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671597188,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671597487,00000566,false,Rx,0,8,02,8A,0A,80,A8,A0,AA,8A,
18445038725671597743,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725671598169,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671599919,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671600175,00000564,false,Rx,0,8,02,8A,AA,8A,A8,A0,AA,8A,
18445038725671600601,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671600815,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725671601071,0000056B,false,Rx,0,8,AA,02,00,00,80,AA,01,00,
18445038725671601284,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671603417,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671605039,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725671605636,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671606276,00000374,false,Rx,0,8,79,7C,7D,FE,3F,3E,3A,30,
18445038725671607172,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671607428,00000567,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725671608153,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671609860,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671610116,00000565,false,Rx,0,8,AA,02,00,00,80,AA,00,00,
18445038725671610585,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671610798,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725671611054,0000056F,false,Rx,0,8,2A,88,2A,08,00,00,28,0A,
18445038725671611268,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671611524,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725671613145,00000371,false,Rx,0,8,0A,00,00,00,00,00,00,00,
18445038725671613401,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671615065,00000389,false,Rx,0,8,02,00,00,3C,3C,00,00,00,
18445038725671615620,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671616260,00000375,false,Rx,0,8,0F,0F,00,17,98,00,00,00,
18445038725671617198,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671617497,0000056D,false,Rx,0,8,2A,00,00,00,00,00,28,0A,
18445038725671617796,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725671618137,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671619844,00000154,false,Rx,0,8,99,99,30,99,16,11,F8,5C,
18445038725671620100,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671620356,0000056C,false,Rx,0,8,2A,88,02,00,00,00,28,0A,
18445038725671620612,00000286,false,Rx,0,8,00,00,00,3D,00,00,0A,00,
18445038725671620868,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671621081,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725671621337,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671623214,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671623769,000005A1,false,Rx,0,8,2A,A2,AA,2A,A2,8A,82,A2,
18445038725671625049,00000377,false,Rx,0,8,04,AB,00,05,3D,40,3C,20,
18445038725671625604,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671627182,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671628121,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671629870,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671630596,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671630851,00000370,false,Rx,0,8,05,BE,00,00,00,00,00,00,
18445038725671631065,0000029B,false,Rx,0,8,43,3D,43,3D,3B,0A,14,3E,
18445038725671631321,00000185,false,Rx,0,8,08,00,19,00,00,00,00,00,
18445038725671631534,00000373,false,Rx,0,8,BA,B9,7F,BC,0C,5C,80,16,
18445038725671631747,00000734,false,Rx,0,8,03,E8,03,E8,64,64,3D,3D,
18445038725671632003,00000424,false,Rx,0,8,04,75,04,1F,86,A9,02,00,
18445038725671633369,00000362,false,Rx,0,8,02,01,00,00,00,00,00,00,
18445038725671635075,00000664,false,Rx,0,8,02,83,06,32,F3,00,00,00,
18445038725671635587,00000287,false,Rx,0,8,27,10,27,10,27,10,00,00,
18445038725671637166,00000289,false,Rx,0,8,27,10,4E,20,00,06,11,10,
18445038725671637422,00000299,false,Rx,0,8,39,3B,40,42,3B,00,00,00,
18445038725671637678,00000732,false,Rx,0,8,03,E8,03,E8,64,64,0D,3E,
18445038725671638105,00000285,false,Rx,0,8,00,00,02,19,76,00,08,10,
18445038725671639897,00000288,false,Rx,0,8,27,10,4E,20,00,06,01,10,
18445038725671640153,00000298,false,Rx,0,8,3C,3C,43,3D,3B,00,00,3E,
18445038725671640366,0000075A,false,Rx,0,8,03,E8,03,E8,64,64,3C,3C,
18445038725671640622,0000028B,false,Rx,0,8,27,10,4E,20,00,06,01,10,
